pna_codigo,pna_municipio,pna_anio,pna_tipo_dato,pna_ciclo,pna_area,pna_numero
103,41676,2011,2,,1,0
104,41770,2011,2,,1,0
105,41791,2011,2,,1,0
106,41799,2011,2,,1,0
107,41801,2011,2,,1,0
108,41797,2011,2,,1,1
109,41807,2011,2,,1,0
110,41872,2011,2,,1,0
111,41885,2011,2,,1,0
112,41006,2011,2,,2,3
113,41013,2011,2,,2,0
114,41016,2011,2,,2,0
115,41020,2011,2,,2,0
116,41026,2011,2,,2,0
117,41078,2011,2,,2,0
118,41132,2011,2,,2,0
119,41206,2011,2,,2,1
120,41244,2011,2,,2,0
121,41298,2011,2,,2,1
122,41306,2011,2,,2,0
123,41319,2011,2,,2,0
124,41349,2011,2,,2,0
125,41357,2011,2,,2,0
126,41359,2011,2,,2,0
127,41378,2011,2,,2,0
128,41396,2011,2,,2,3
129,41483,2011,2,,2,0
130,41001,2011,2,,2,0
131,41503,2011,2,,2,0
132,41518,2011,2,,2,3
133,41524,2011,2,,2,1
134,41530,2011,2,,2,0
135,41548,2011,2,,2,0
136,41551,2011,2,,2,0
137,41615,2011,2,,2,0
138,41660,2011,2,,2,0
139,41668,2011,2,,2,0
140,41676,2011,2,,2,0
141,41770,2011,2,,2,1
142,41791,2011,2,,2,1
143,41799,2011,2,,2,1
144,41801,2011,2,,2,0
145,41797,2011,2,,2,0
146,41807,2011,2,,2,0
147,41872,2011,2,,2,1
148,41885,2011,2,,2,0
149,41006,2011,3,,1,1
150,41013,2011,3,,1,0
151,41016,2011,3,,1,0
152,41020,2011,3,,1,2
153,41026,2011,3,,1,1
154,41078,2011,3,,1,1
155,41132,2011,3,,1,0
156,41206,2011,3,,1,0
157,41244,2011,3,,1,0
158,41298,2011,3,,1,0
159,41306,2011,3,,1,0
160,41319,2011,3,,1,0
161,41349,2011,3,,1,1
162,41357,2011,3,,1,0
163,41359,2011,3,,1,0
164,41378,2011,3,,1,1
165,41396,2011,3,,1,5
166,41483,2011,3,,1,1
167,41001,2011,3,,1,0
168,41503,2011,3,,1,1
169,41518,2011,3,,1,1
170,41524,2011,3,,1,0
171,41530,2011,3,,1,0
172,41548,2011,3,,1,0
173,41551,2011,3,,1,0
174,41615,2011,3,,1,0
175,41660,2011,3,,1,1
176,41668,2011,3,,1,0
177,41676,2011,3,,1,0
178,41770,2011,3,,1,0
179,41791,2011,3,,1,0
180,41799,2011,3,,1,0
181,41801,2011,3,,1,0
182,41797,2011,3,,1,1
183,41807,2011,3,,1,0
184,41872,2011,3,,1,0
185,41885,2011,3,,1,0
186,41006,2011,3,,2,3
187,41013,2011,3,,2,0
188,41016,2011,3,,2,0
189,41020,2011,3,,2,0
190,41026,2011,3,,2,0
191,41078,2011,3,,2,0
192,41132,2011,3,,2,0
193,41206,2011,3,,2,1
194,41244,2011,3,,2,0
195,41298,2011,3,,2,1
196,41306,2011,3,,2,0
197,41319,2011,3,,2,0
198,41349,2011,3,,2,0
199,41357,2011,3,,2,0
200,41359,2011,3,,2,0
201,41378,2011,3,,2,0
202,41396,2011,3,,2,3
203,41483,2011,3,,2,0
204,41001,2011,3,,2,0
205,41503,2011,3,,2,0
206,41518,2011,3,,2,3
207,41524,2011,3,,2,1
208,41530,2011,3,,2,0
209,41548,2011,3,,2,0
210,41551,2011,3,,2,0
211,41615,2011,3,,2,0
212,41660,2011,3,,2,0
213,41668,2011,3,,2,0
214,41676,2011,3,,2,0
215,41770,2011,3,,2,1
216,41791,2011,3,,2,1
217,41799,2011,3,,2,1
218,41801,2011,3,,2,0
219,41797,2011,3,,2,0
220,41807,2011,3,,2,0
221,41872,2011,3,,2,1
222,41885,2011,3,,2,0
223,41006,2007,1,1,,242
224,41013,2007,1,1,,68
225,41016,2007,1,1,,20
226,41020,2007,1,1,,239
227,41026,2007,1,1,,0
228,41078,2007,1,1,,191
229,41132,2007,1,1,,43
230,41206,2007,1,1,,61
231,41244,2007,1,1,,19
232,41298,2007,1,1,,19
233,41306,2007,1,1,,82
234,41319,2007,1,1,,137
235,41349,2007,1,1,,0
236,41357,2007,1,1,,23
237,41359,2007,1,1,,512
238,41378,2007,1,1,,0
239,41396,2007,1,1,,425
240,41483,2007,1,1,,0
241,41001,2007,1,1,,0
242,41503,2007,1,1,,40
243,41518,2007,1,1,,0
244,41524,2007,1,1,,55
245,41530,2007,1,1,,24
246,41548,2007,1,1,,261
247,41551,2007,1,1,,1031
248,41615,2007,1,1,,129
249,41660,2007,1,1,,0
250,41668,2007,1,1,,46
251,41676,2007,1,1,,0
252,41770,2007,1,1,,57
253,41791,2007,1,1,,168
254,41799,2007,1,1,,29
255,41801,2007,1,1,,0
256,41797,2007,1,1,,0
257,41807,2007,1,1,,66
258,41872,2007,1,1,,45
259,41885,2007,1,1,,0
260,41006,2007,1,2,,75
261,41013,2007,1,2,,26
262,41016,2007,1,2,,0
263,41020,2007,1,2,,74
264,41026,2007,1,2,,0
265,41078,2007,1,2,,0
266,41132,2007,1,2,,42
267,41206,2007,1,2,,0
268,41244,2007,1,2,,0
269,41298,2007,1,2,,36
270,41306,2007,1,2,,0
271,41319,2007,1,2,,128
272,41349,2007,1,2,,0
273,41357,2007,1,2,,20
274,41359,2007,1,2,,0
275,41378,2007,1,2,,48
276,41396,2007,1,2,,68
277,41483,2007,1,2,,0
278,41001,2007,1,2,,0
279,41503,2007,1,2,,0
280,41518,2007,1,2,,0
281,41524,2007,1,2,,60
282,41530,2007,1,2,,0
283,41548,2007,1,2,,39
284,41551,2007,1,2,,50
285,41615,2007,1,2,,140
286,41660,2007,1,2,,0
287,41668,2007,1,2,,0
288,41676,2007,1,2,,0
289,41770,2007,1,2,,49
290,41791,2007,1,2,,20
291,41799,2007,1,2,,0
292,41801,2007,1,2,,0
293,41797,2007,1,2,,0
294,41807,2007,1,2,,0
295,41872,2007,1,2,,0
296,41885,2007,1,2,,0
297,41006,2007,2,,1,5
298,41013,2007,2,,1,2
299,41016,2007,2,,1,1
300,41020,2007,2,,1,0
301,41026,2007,2,,1,0
302,41078,2007,2,,1,1
303,41132,2007,2,,1,4
304,41206,2007,2,,1,1
305,41244,2007,2,,1,1
306,41298,2007,2,,1,2
307,41306,2007,2,,1,0
308,41319,2007,2,,1,0
309,41349,2007,2,,1,0
310,41357,2007,2,,1,0
311,41359,2007,2,,1,1
312,41378,2007,2,,1,1
313,41396,2007,2,,1,9
314,41483,2007,2,,1,0
315,41001,2007,2,,1,0
316,41503,2007,2,,1,0
317,41518,2007,2,,1,0
318,41524,2007,2,,1,2
319,41530,2007,2,,1,1
320,41548,2007,2,,1,2
321,41551,2007,2,,1,4
322,41615,2007,2,,1,4
323,41660,2007,2,,1,0
324,41668,2007,2,,1,0
325,41676,2007,2,,1,0
326,41770,2007,2,,1,1
327,41791,2007,2,,1,0
328,41799,2007,2,,1,0
329,41801,2007,2,,1,0
330,41797,2007,2,,1,0
331,41807,2007,2,,1,1
332,41872,2007,2,,1,0
333,41885,2007,2,,1,0
334,41006,2007,2,,2,8
335,41013,2007,2,,2,2
336,41016,2007,2,,2,0
337,41020,2007,2,,2,15
338,41026,2007,2,,2,0
339,41078,2007,2,,2,7
340,41132,2007,2,,2,0
341,41206,2007,2,,2,2
342,41244,2007,2,,2,0
343,41298,2007,2,,2,1
344,41306,2007,2,,2,3
345,41319,2007,2,,2,13
346,41349,2007,2,,2,0
347,41357,2007,2,,2,2
348,41359,2007,2,,2,17
349,41378,2007,2,,2,1
350,41396,2007,2,,2,11
351,41483,2007,2,,2,0
352,41001,2007,2,,2,0
353,41503,2007,2,,2,1
354,41518,2007,2,,2,0
355,41524,2007,2,,2,4
356,41530,2007,2,,2,0
357,41548,2007,2,,2,11
358,41551,2007,2,,2,37
359,41615,2007,2,,2,7
360,41660,2007,2,,2,0
361,41668,2007,2,,2,2
362,41676,2007,2,,2,0
363,41770,2007,2,,2,4
364,41791,2007,2,,2,8
365,41799,2007,2,,2,1
366,41801,2007,2,,2,0
367,41797,2007,2,,2,0
368,41807,2007,2,,2,2
369,41872,2007,2,,2,2
370,41885,2007,2,,2,0
371,41006,2007,3,,1,2
372,41013,2007,3,,1,1
373,41016,2007,3,,1,1
374,41020,2007,3,,1,0
375,41026,2007,3,,1,0
376,41078,2007,3,,1,1
377,41132,2007,3,,1,1
378,41206,2007,3,,1,1
379,41244,2007,3,,1,1
380,41298,2007,3,,1,2
381,41306,2007,3,,1,0
382,41319,2007,3,,1,0
383,41349,2007,3,,1,0
384,41357,2007,3,,1,0
385,41359,2007,3,,1,1
386,41378,2007,3,,1,1
387,41396,2007,3,,1,4
388,41483,2007,3,,1,0
389,41001,2007,3,,1,0
390,41503,2007,3,,1,0
391,41518,2007,3,,1,0
392,41524,2007,3,,1,1
393,41530,2007,3,,1,1
394,41548,2007,3,,1,1
395,41551,2007,3,,1,3
396,41615,2007,3,,1,1
397,41660,2007,3,,1,0
398,41668,2007,3,,1,0
399,41676,2007,3,,1,0
400,41770,2007,3,,1,1
401,41791,2007,3,,1,0
402,41799,2007,3,,1,0
403,41801,2007,3,,1,0
404,41797,2007,3,,1,0
405,41807,2007,3,,1,1
406,41872,2007,3,,1,0
407,41885,2007,3,,1,0
408,41006,2007,3,,2,4
409,41013,2007,3,,2,2
410,41016,2007,3,,2,0
411,41020,2007,3,,2,5
412,41026,2007,3,,2,0
413,41078,2007,3,,2,3
414,41132,2007,3,,2,0
415,41206,2007,3,,2,2
416,41244,2007,3,,2,0
417,41298,2007,3,,2,1
418,41306,2007,3,,2,1
419,41319,2007,3,,2,2
420,41349,2007,3,,2,0
421,41357,2007,3,,2,1
422,41359,2007,3,,2,5
423,41378,2007,3,,2,1
424,41396,2007,3,,2,6
425,41483,2007,3,,2,0
426,41001,2007,3,,2,0
427,41503,2007,3,,2,1
428,41518,2007,3,,2,0
429,41524,2007,3,,2,2
430,41530,2007,3,,2,0
431,41548,2007,3,,2,4
432,41551,2007,3,,2,11
433,41615,2007,3,,2,1
434,41660,2007,3,,2,0
435,41668,2007,3,,2,1
436,41676,2007,3,,2,0
437,41770,2007,3,,2,3
438,41791,2007,3,,2,4
439,41799,2007,3,,2,1
440,41801,2007,3,,2,0
441,41797,2007,3,,2,0
442,41807,2007,3,,2,1
443,41872,2007,3,,2,1
444,41885,2007,3,,2,0
445,41006,2003,2,,1,0
446,41013,2003,2,,1,0
447,41020,2003,2,,1,2
448,41132,2003,2,,1,0
449,41206,2003,2,,1,0
450,41244,2003,2,,1,0
451,41298,2003,2,,1,0
452,41349,2003,2,,1,0
453,41357,2003,2,,1,0
454,41378,2003,2,,1,2
455,41396,2003,2,,1,9
456,41548,2003,2,,1,0
457,41551,2003,2,,1,2
458,41668,2003,2,,1,0
459,41770,2003,2,,1,0
460,41791,2003,2,,1,0
461,41799,2003,2,,1,1
462,41801,2003,2,,1,1
463,41807,2003,2,,1,0
464,41006,2003,2,,2,5
465,41013,2003,2,,2,4
466,41020,2003,2,,2,1
467,41132,2003,2,,2,1
468,41206,2003,2,,2,4
469,41244,2003,2,,2,3
470,41298,2003,2,,2,23
471,41349,2003,2,,2,2
472,41357,2003,2,,2,2
473,41378,2003,2,,2,0
474,41396,2003,2,,2,2
475,41548,2003,2,,2,2
476,41551,2003,2,,2,1
477,41668,2003,2,,2,10
478,41770,2003,2,,2,1
479,41791,2003,2,,2,3
480,41799,2003,2,,2,5
481,41801,2003,2,,2,3
482,41807,2003,2,,2,4
483,41006,2003,5,,1,0
484,41013,2003,5,,1,0
485,41020,2003,5,,1,2
486,41132,2003,5,,1,0
487,41206,2003,5,,1,0
488,41244,2003,5,,1,0
489,41298,2003,5,,1,0
490,41349,2003,5,,1,0
491,41357,2003,5,,1,0
492,41378,2003,5,,1,1
493,41396,2003,5,,1,2
494,41548,2003,5,,1,0
495,41551,2003,5,,1,1
496,41668,2003,5,,1,0
497,41770,2003,5,,1,0
498,41791,2003,5,,1,0
499,41799,2003,5,,1,1
500,41801,2003,5,,1,1
501,41807,2003,5,,1,0
502,41006,2003,5,,2,5
503,41013,2003,5,,2,4
504,41020,2003,5,,2,1
505,41132,2003,5,,2,1
506,41206,2003,5,,2,4
507,41244,2003,5,,2,2
508,41298,2003,5,,2,23
509,41349,2003,5,,2,2
510,41357,2003,5,,2,2
511,41378,2003,5,,2,0
512,41396,2003,5,,2,1
513,41548,2003,5,,2,2
514,41551,2003,5,,2,1
515,41668,2003,5,,2,10
516,41770,2003,5,,2,1
517,41791,2003,5,,2,3
518,41799,2003,5,,2,4
519,41801,2003,5,,2,3
520,41807,2003,5,,2,4
521,41006,2003,4,3,,47
522,41013,2003,4,3,,40
523,41020,2003,4,3,,85
524,41132,2003,4,3,,19
525,41206,2003,4,3,,30
526,41244,2003,4,3,,18
527,41298,2003,4,3,,260
528,41349,2003,4,3,,30
529,41357,2003,4,3,,48
530,41378,2003,4,3,,22
531,41396,2003,4,3,,103
532,41548,2003,4,3,,38
533,41551,2003,4,3,,35
534,41668,2003,4,3,,190
535,41770,2003,4,3,,28
536,41791,2003,4,3,,37
537,41799,2003,4,3,,120
538,41801,2003,4,3,,53
539,41807,2003,4,3,,55
540,41006,2003,4,4,,105
541,41013,2003,4,4,,88
542,41020,2003,4,4,,35
543,41132,2003,4,4,,23
544,41206,2003,4,4,,86
545,41244,2003,4,4,,25
546,41298,2003,4,4,,530
547,41349,2003,4,4,,45
548,41357,2003,4,4,,27
549,41378,2003,4,4,,33
550,41396,2003,4,4,,290
551,41548,2003,4,4,,24
552,41551,2003,4,4,,55
553,41668,2003,4,4,,110
554,41770,2003,4,4,,62
555,41791,2003,4,4,,55
556,41799,2003,4,4,,60
557,41801,2003,4,4,,75
558,41807,2003,4,4,,75
559,41020,2003,2,,1,3
560,41078,2003,2,,1,1
561,41298,2003,2,,1,5
562,41306,2003,2,,1,0
563,41319,2003,2,,1,1
564,41396,2003,2,,1,2
565,41530,2003,2,,1,0
566,41551,2003,2,,1,3
567,41615,2003,2,,1,0
568,41660,2003,2,,1,0
569,41668,2003,2,,1,2
570,41770,2003,2,,1,0
571,41791,2003,2,,1,1
572,41020,2003,2,,2,1
573,41078,2003,2,,2,0
574,41298,2003,2,,2,0
575,41306,2003,2,,2,5
576,41319,2003,2,,2,4
577,41396,2003,2,,2,8
578,41530,2003,2,,2,3
579,41551,2003,2,,2,0
580,41615,2003,2,,2,0
581,41660,2003,2,,2,2
582,41668,2003,2,,2,0
583,41770,2003,2,,2,2
584,41791,2003,2,,2,0
585,41020,2003,5,,1,1
586,41078,2003,5,,1,1
587,41298,2003,5,,1,2
588,41306,2003,5,,1,0
589,41319,2003,5,,1,1
590,41396,2003,5,,1,1
591,41530,2003,5,,1,0
592,41551,2003,5,,1,1
593,41615,2003,5,,1,0
594,41660,2003,5,,1,0
595,41668,2003,5,,1,1
596,41770,2003,5,,1,0
597,41791,2003,5,,1,1
598,41020,2003,5,,2,1
599,41078,2003,5,,2,0
600,41298,2003,5,,2,0
601,41306,2003,5,,2,5
602,41319,2003,5,,2,4
603,41396,2003,5,,2,9
604,41530,2003,5,,2,2
605,41551,2003,5,,2,0
606,41615,2003,5,,2,0
607,41660,2003,5,,2,1
608,41668,2003,5,,2,0
609,41770,2003,5,,2,2
610,41791,2003,5,,2,0
611,41020,2003,1,1,,42
612,41078,2003,1,1,,11
613,41298,2003,1,1,,135
614,41306,2003,1,1,,52
615,41319,2003,1,1,,80
616,41396,2003,1,1,,98
617,41530,2003,1,1,,45
618,41551,2003,1,1,,40
619,41615,2003,1,1,,80
620,41660,2003,1,1,,30
621,41668,2003,1,1,,25
622,41770,2003,1,1,,26
623,41791,2003,1,1,,14
624,41020,2003,1,2,,68
625,41078,2003,1,2,,19
626,41298,2003,1,2,,115
627,41306,2003,1,2,,98
628,41319,2003,1,2,,95
629,41396,2003,1,2,,118
630,41530,2003,1,2,,53
631,41551,2003,1,2,,65
632,41615,2003,1,2,,55
633,41660,2003,1,2,,32
634,41668,2003,1,2,,28
635,41770,2003,1,2,,30
636,41791,2003,1,2,,16
637,41006,2002,2,,1,0
638,41013,2002,2,,1,0
639,41016,2002,2,,1,0
640,41020,2002,2,,1,0
641,41206,2002,2,,1,0
642,41244,2002,2,,1,1
643,41298,2002,2,,1,0
644,41378,2002,2,,1,1
645,41396,2002,2,,1,0
646,41483,2002,2,,1,1
647,41001,2002,2,,1,0
648,41548,2002,2,,1,0
649,41668,2002,2,,1,0
650,41791,2002,2,,1,0
651,41799,2002,2,,1,0
652,41801,2002,2,,1,0
653,41797,2002,2,,1,0
654,41807,2002,2,,1,1
655,41006,2002,2,,2,11
656,41013,2002,2,,2,4
657,41016,2002,2,,2,3
658,41020,2002,2,,2,1
659,41206,2002,2,,2,9
660,41244,2002,2,,2,0
661,41298,2002,2,,2,23
662,41378,2002,2,,2,0
663,41396,2002,2,,2,1
664,41483,2002,2,,2,2
665,41001,2002,2,,2,6
666,41548,2002,2,,2,2
667,41668,2002,2,,2,5
668,41791,2002,2,,2,1
669,41799,2002,2,,2,1
670,41801,2002,2,,2,3
671,41797,2002,2,,2,1
672,41807,2002,2,,2,8
673,41006,2002,5,,1,0
674,41013,2002,5,,1,0
675,41016,2002,5,,1,0
676,41020,2002,5,,1,0
677,41206,2002,5,,1,0
678,41244,2002,5,,1,1
679,41298,2002,5,,1,0
680,41378,2002,5,,1,1
681,41396,2002,5,,1,0
682,41483,2002,5,,1,1
683,41001,2002,5,,1,0
684,41548,2002,5,,1,0
685,41668,2002,5,,1,0
686,41791,2002,5,,1,0
687,41799,2002,5,,1,0
688,41801,2002,5,,1,0
689,41797,2002,5,,1,0
690,41807,2002,5,,1,1
691,41006,2002,5,,2,11
692,41013,2002,5,,2,4
693,41016,2002,5,,2,3
694,41020,2002,5,,2,1
695,41206,2002,5,,2,9
696,41244,2002,5,,2,0
697,41298,2002,5,,2,20
698,41378,2002,5,,2,0
699,41396,2002,5,,2,1
700,41483,2002,5,,2,3
701,41001,2002,5,,2,6
702,41548,2002,5,,2,2
703,41668,2002,5,,2,5
704,41791,2002,5,,2,1
705,41799,2002,5,,2,1
706,41801,2002,5,,2,3
707,41797,2002,5,,2,1
708,41807,2002,5,,2,8
709,41006,2002,4,3,,89
710,41013,2002,4,3,,46
711,41016,2002,4,3,,48
712,41020,2002,4,3,,23
713,41206,2002,4,3,,122
714,41244,2002,4,3,,13
715,41298,2002,4,3,,355
716,41378,2002,4,3,,17
717,41396,2002,4,3,,12
718,41483,2002,4,3,,39
719,41001,2002,4,3,,98
720,41548,2002,4,3,,19
721,41668,2002,4,3,,26
722,41791,2002,4,3,,11
723,41799,2002,4,3,,16
724,41801,2002,4,3,,51
725,41797,2002,4,3,,15
726,41807,2002,4,3,,128
727,41006,2002,4,4,,224
728,41013,2002,4,4,,74
729,41016,2002,4,4,,39
730,41020,2002,4,4,,14
731,41206,2002,4,4,,166
732,41244,2002,4,4,,22
733,41298,2002,4,4,,395
734,41378,2002,4,4,,21
735,41396,2002,4,4,,23
736,41483,2002,4,4,,65
737,41001,2002,4,4,,85
738,41548,2002,4,4,,34
739,41668,2002,4,4,,99
740,41791,2002,4,4,,15
741,41799,2002,4,4,,19
742,41801,2002,4,4,,38
743,41797,2002,4,4,,20
744,41807,2002,4,4,,192
745,41006,2001,2,,1,0
746,41016,2001,2,,1,0
747,41020,2001,2,,1,0
748,41206,2001,2,,1,0
749,41244,2001,2,,1,0
750,41378,2001,2,,1,1
751,41396,2001,2,,1,0
752,41483,2001,2,,1,1
753,41001,2001,2,,1,0
754,41503,2001,2,,1,0
755,41548,2001,2,,1,0
756,41660,2001,2,,1,0
757,41668,2001,2,,1,0
758,41799,2001,2,,1,0
759,41797,2001,2,,1,0
760,41807,2001,2,,1,1
761,41006,2001,2,,2,20
762,41016,2001,2,,2,6
763,41020,2001,2,,2,9
764,41206,2001,2,,2,8
765,41244,2001,2,,2,1
766,41378,2001,2,,2,5
767,41396,2001,2,,2,7
768,41483,2001,2,,2,5
769,41001,2001,2,,2,7
770,41503,2001,2,,2,10
771,41548,2001,2,,2,5
772,41660,2001,2,,2,6
773,41668,2001,2,,2,6
774,41799,2001,2,,2,5
775,41797,2001,2,,2,1
776,41807,2001,2,,2,7
777,41006,2001,5,,1,0
778,41016,2001,5,,1,0
779,41020,2001,5,,1,1
780,41206,2001,5,,1,0
781,41244,2001,5,,1,0
782,41378,2001,5,,1,1
783,41396,2001,5,,1,0
784,41483,2001,5,,1,0
785,41001,2001,5,,1,0
786,41503,2001,5,,1,0
787,41548,2001,5,,1,0
788,41660,2001,5,,1,0
789,41668,2001,5,,1,0
790,41799,2001,5,,1,
791,41797,2001,5,,1,0
792,41807,2001,5,,1,1
793,41006,2001,5,,2,20
794,41016,2001,5,,2,6
795,41020,2001,5,,2,9
796,41206,2001,5,,2,8
797,41244,2001,5,,2,1
798,41378,2001,5,,2,5
799,41396,2001,5,,2,7
800,41483,2001,5,,2,5
801,41001,2001,5,,2,7
802,41503,2001,5,,2,10
803,41548,2001,5,,2,5
804,41660,2001,5,,2,6
805,41668,2001,5,,2,6
806,41799,2001,5,,2,5
807,41797,2001,5,,2,1
808,41807,2001,5,,2,7
809,41006,2001,4,3,,138
810,41016,2001,4,3,,55
811,41020,2001,4,3,,42
812,41206,2001,4,3,,60
813,41244,2001,4,3,,11
814,41378,2001,4,3,,52
815,41396,2001,4,3,,75
816,41483,2001,4,3,,36
817,41001,2001,4,3,,87
818,41503,2001,4,3,,52
819,41548,2001,4,3,,30
820,41660,2001,4,3,,83
821,41668,2001,4,3,,32
822,41799,2001,4,3,,35
823,41797,2001,4,3,,8
824,41807,2001,4,3,,69
825,41006,2001,4,4,,237
826,41016,2001,4,4,,90
827,41020,2001,4,4,,104
828,41206,2001,4,4,,125
829,41244,2001,4,4,,14
830,41378,2001,4,4,,74
831,41396,2001,4,4,,126
832,41483,2001,4,4,,50
833,41001,2001,4,4,,128
834,41503,2001,4,4,,108
835,41548,2001,4,4,,45
836,41660,2001,4,4,,74
837,41668,2001,4,4,,70
838,41799,2001,4,4,,55
839,41797,2001,4,4,,17
840,41807,2001,4,4,,130
