arco_codigo,arco_codMunicipio,arco_codCultivo,arco_anio,arco_semestre,arco_HasTotalPlantada,arco_HasNuevas,arco_HasRenovadas,arco_HasCosechadas,arco_toneladasProduccion,arco_rendimiento,arco_precioProductor,arco_precioPromedioProduccion,arco_costoPromedioEstablecimiento,arco_costoPromedioSostenimiento
,41298,4,2015,,390.00,,,380.00,2280.00,,,,,
,41306,4,2015,,198.00,,,180.00,1260.00,,,,,
,41319,4,2015,,60.00,,,50.00,300.00,,,,,
,41349,4,2015,,80.00,,,76.00,456.00,,,,,
,41357,4,2015,,87.00,,,85.00,510.00,,,,,
,41359,4,2015,,40.00,,,32.00,192.00,,,,,
,41378,4,2015,,20.00,,,18.00,108.00,,,,,
,41396,4,2015,,250.00,,,230.00,1150.00,,,,,
,41483,4,2015,,4.00,,,4.00,20.00,,,,,
,41001,4,2015,,300.00,,,285.00,1710.00,,,,,
,41503,4,2015,,15.00,,,15.00,90.00,,,,,
,41518,4,2015,,20.00,,,18.00,90.00,,,,,
,41524,4,2015,,60.00,,,55.00,330.00,,,,,
,41530,4,2015,,22.00,,,22.00,110.00,,,,,
,41548,4,2015,,75.00,,,60.00,420.00,,,,,
,41551,4,2015,,300.00,,,300.00,1500.00,,,,,
,41615,4,2015,,16.00,,,14.00,84.00,,,,,
,41660,4,2015,,30.00,,,30.00,195.00,,,,,
,41668,4,2015,,100.00,,,100.00,600.00,,,,,
,41676,4,2015,,130.00,,,125.00,750.00,,,,,
,41770,4,2015,,40.00,,,32.00,224.00,,,,,
,41791,4,2015,,28.00,,,28.00,196.00,,,,,
,41799,4,2015,,80.00,,,75.00,450.00,,,,,
,41801,4,2015,,30.00,,,27.00,135.00,,,,,
,41797,4,2015,,24.00,,,18.00,108.00,,,,,
,41807,4,2015,,45.00,,,40.00,260.00,,,,,
,41872,4,2015,,2.00,,,2.00,10.00,,,,,
,41885,4,2015,,0.00,,,0.00,0.00,,,,,
,41006,10,2015,,13.00,,,5.00,50.00,,,,,
,41013,10,2015,,17.00,,,2.50,30.00,,,,,
,41016,10,2015,,17.00,,,5.00,60.00,,,,,
,41020,10,2015,,111.00,,,36.00,360.00,,,,,
,41026,10,2015,,10.00,,,3.00,24.60,,,,,
,41078,10,2015,,11.00,,,8.00,96.00,,,,,
,41132,10,2015,,28.75,,,18.25,146.00,,,,,
,41206,10,2015,,7.00,,,5.00,60.00,,,,,
,41244,10,2015,,17.00,,,15.50,155.00,,,,,
,41298,10,2015,,52.00,,,32.00,448.00,,,,,
,41306,10,2015,,104.00,,,56.00,560.00,,,,,
,41319,10,2015,,25.00,,,5.00,60.00,,,,,
,41349,10,2015,,5.00,,,0.00,0.00,,,,,
,41357,10,2015,,24.75,,,4.75,57.00,,,,,
,41359,10,2015,,84.50,,,41.50,498.00,,,,,
,41378,10,2015,,38.00,,,19.00,247.00,,,,,
,41396,10,2015,,97.70,,,62.70,689.70,,,,,
,41483,10,2015,,14.50,,,3.00,33.00,,,,,
,41001,10,2015,,59.00,,,37.00,370.00,,,,,
,41503,10,2015,,48.00,,,17.00,170.00,,,,,
,41518,10,2015,,23.00,,,1.00,7.00,,,,,
,41524,10,2015,,19.00,,,12.00,132.00,,,,,
,41530,10,2015,,47.00,,,33.00,330.00,,,,,
,41548,10,2015,,40.00,,,11.00,99.00,,,,,
,41551,10,2015,,138.50,,,41.50,498.00,,,,,
,41615,10,2015,,19.50,,,10.50,105.00,,,,,
,41660,10,2015,,103.00,,,55.00,440.00,,,,,
,41668,10,2015,,80.50,,,23.50,211.50,,,,,
,41676,10,2015,,65.00,,,60.00,600.00,,,,,
,41770,10,2015,,42.00,,,7.00,70.00,,,,,
,41791,10,2015,,71.00,,,32.00,320.00,,,,,
,41799,10,2015,,27.00,,,9.00,81.00,,,,,
,41801,10,2015,,19.50,,,19.00,190.00,,,,,
,41797,10,2015,,4.60,,,3.60,28.80,,,,,
,41807,10,2015,,13.00,,,5.00,40.00,,,,,
,41872,10,2015,,0.00,,,0.00,0.00,,,,,
,41885,10,2015,,0.00,,,0.00,0.00,,,,,
,41006,11,2015,,0.00,,,0.00,0.00,,,,,
,41013,11,2015,,12.50,,,12.50,225.00,,,,,
,41016,11,2015,,0.00,,,0.00,0.00,,,,,
,41020,11,2015,,0.00,,,0.00,0.00,,,,,
,41026,11,2015,,6.00,,,2.00,28.00,,,,,
,41078,11,2015,,1.50,,,1.50,15.00,,,,,
,41132,11,2015,,0.00,,,0.00,0.00,,,,,
,41206,11,2015,,0.00,,,0.00,0.00,,,,,
,41244,11,2015,,0.00,,,0.00,0.00,,,,,
,41298,11,2015,,7.00,,,4.50,63.00,,,,,
,41306,11,2015,,17.00,,,8.00,120.00,,,,,
,41319,11,2015,,2.00,,,2.00,31.00,,,,,
,41349,11,2015,,3.00,,,3.00,51.00,,,,,
,41357,11,2015,,3.75,,,2.75,27.50,,,,,
,41359,11,2015,,0.00,,,0.00,0.00,,,,,
,41378,11,2015,,0.00,,,0.00,0.00,,,,,
,41396,11,2015,,8.00,,,7.50,105.00,,,,,
,41483,11,2015,,1.00,,,1.00,15.00,,,,,
,41001,11,2015,,23.00,,,15.00,195.00,,,,,
,41503,11,2015,,0.00,,,0.00,0.00,,,,,
,41518,11,2015,,16.00,,,6.00,78.00,,,,,
,41524,11,2015,,0.00,,,0.00,0.00,,,,,
,41530,11,2015,,0.00,,,0.00,0.00,,,,,
,41548,11,2015,,5.50,,,5.50,82.50,,,,,
,41551,11,2015,,0.00,,,0.00,0.00,,,,,
,41615,11,2015,,9.80,,,6.80,102.00,,,,,
,41660,11,2015,,0.00,,,0.00,0.00,,,,,
,41668,11,2015,,0.00,,,0.00,0.00,,,,,
,41676,11,2015,,0.00,,,0.00,0.00,,,,,
,41770,11,2015,,0.00,,,0.00,0.00,,,,,
,41791,11,2015,,5.00,,,5.00,80.00,,,,,
,41799,11,2015,,0.00,,,0.00,0.00,,,,,
,41801,11,2015,,0.00,,,0.00,0.00,,,,,
,41797,11,2015,,1.00,,,1.00,13.00,,,,,
,41807,11,2015,,0.00,,,0.00,0.00,,,,,
,41872,11,2015,,0.00,,,0.00,0.00,,,,,
,41885,11,2015,,0.00,,,0.00,0.00,,,,,
,41006,12,2015,,2.00,,,0.60,4.20,,,,,
,41013,12,2015,,0.00,,,0.00,0.00,,,,,
,41016,12,2015,,0.00,,,0.00,0.00,,,,,
,41020,12,2015,,324.00,,,130.10,975.75,,,,,
,41026,12,2015,,0.00,,,0.00,0.00,,,,,
,41078,12,2015,,129.00,,,103.10,773.25,,,,,
,41132,12,2015,,9.50,,,5.80,34.80,,,,,
,41206,12,2015,,0.00,,,0.00,0.00,,,,,
,41244,12,2015,,2.00,,,0.60,0.00,,,,,
,41298,12,2015,,0.00,,,0.00,0.00,,,,,
,41306,12,2015,,26.00,,,14.70,102.90,,,,,
,41319,12,2015,,2.00,,,0.00,0.00,,,,,
,41349,12,2015,,10.00,,,8.60,60.20,,,,,
,41357,12,2015,,0.00,,,0.00,0.00,,,,,
,41359,12,2015,,2.00,,,2.00,14.00,,,,,
,41378,12,2015,,0.00,,,0.00,0.00,,,,,
,41396,12,2015,,55.40,,,26.30,184.10,,,,,
,41483,12,2015,,0.00,,,0.00,0.00,,,,,
,41001,12,2015,,175.00,,,128.20,897.40,,,,,
,41503,12,2015,,2.00,,,2.00,14.00,,,,,
,41518,12,2015,,3.50,,,3.00,21.00,,,,,
,41524,12,2015,,122.50,,,101.50,609.00,,,,,
,41530,12,2015,,4.00,,,3.00,18.00,,,,,
,41548,12,2015,,0.00,,,0.00,0.00,,,,,
,41551,12,2015,,22.00,,,12.20,73.20,,,,,
,41615,12,2015,,238.00,,,211.70,1270.20,,,,,
,41660,12,2015,,0.00,,,0.00,0.00,,,,,
,41668,12,2015,,7.00,,,7.00,49.00,,,,,
,41676,12,2015,,3.00,,,0.90,0.00,,,,,
,41770,12,2015,,16.00,,,16.00,112.00,,,,,
,41791,12,2015,,0.00,,,0.00,0.00,,,,,
,41799,12,2015,,989.00,,,787.40,4724.40,,,,,
,41801,12,2015,,0.00,,,0.00,0.00,,,,,
,41797,12,2015,,13.00,,,8.10,52.65,,,,,
,41807,12,2015,,95.00,,,73.00,547.50,,,,,
,41872,12,2015,,0.00,,,0.00,0.00,,,,,
,41885,12,2015,,0.00,,,0.00,0.00,,,,,
,41006,5,2015,,12.00,,,12.00,5.40,,,,,
,41013,5,2015,,197.36,,,127.36,66.23,,,,,
,41016,5,2015,,44.00,,,42.00,21.00,,,,,
,41020,5,2015,,385.50,,,375.50,270.36,,,,,
,41026,5,2015,,8.00,,,8.00,3.84,,,,,
,41078,5,2015,,321.20,,,301.20,156.62,,,,,
,41132,5,2015,,461.23,,,374.23,224.54,,,,,
,41206,5,2015,,282.50,,,277.50,130.43,,,,,
,41244,5,2015,,132.50,,,98.50,47.28,,,,,
,41298,5,2015,,97.00,,,37.00,19.61,,,,,
,41306,5,2015,,427.45,,,303.45,151.73,,,,,
,41319,5,2015,,89.30,,,84.30,42.15,,,,,
,41349,5,2015,,90.55,,,84.55,42.28,,,,,
,41357,5,2015,,195.50,,,186.50,93.25,,,,,
,41359,5,2015,,30.50,,,30.50,12.81,,,,,
,41378,5,2015,,0.00,,,0.00,0.00,,,,,
,41396,5,2015,,359.80,,,285.80,148.62,,,,,
,41483,5,2015,,113.30,,,91.30,45.65,,,,,
,41001,5,2015,,472.00,,,428.00,222.56,,,,,
,41503,5,2015,,64.00,,,44.00,22.00,,,,,
,41518,5,2015,,259.90,,,213.90,111.23,,,,,
,41524,5,2015,,236.27,,,202.27,109.23,,,,,
,41530,5,2015,,5.50,,,5.50,2.48,,,,,
,41548,5,2015,,145.87,,,125.87,60.42,,,,,
,41551,5,2015,,59.50,,,58.50,28.08,,,,,
,41615,5,2015,,892.14,,,869.14,486.72,,,,,
,41660,5,2015,,73.50,,,65.50,31.44,,,,,
,41668,5,2015,,3.00,,,3.00,1.44,,,,,
