nac_codigo,nac_codMunicipio,nac_anio,nac_codArea,nac_genero,nac_numero_nacimientos
986,41548,2001,,2,89
987,41551,2001,,2,1511
988,41615,2001,,2,94
989,41660,2001,,2,81
990,41668,2001,,2,209
991,41676,2001,,2,75
992,41770,2001,,2,91
993,41791,2001,,2,98
994,41799,2001,,2,24
995,41801,2001,,2,58
996,41797,2001,,2,61
997,41807,2001,,2,125
998,41872,2001,,2,22
999,41885,2001,,2,38
