pmor_codigo,pmor_municipio,pmor_anio,pmor_tipoConsulta,pmor_tipo_causa,pmor_edad,pmor_atenciones,pmor_porcentaje
3788,41668,2002,4,158,50,,
3789,41668,2002,4,159,50,,
3790,41668,2002,4,160,50,,
3791,41668,2002,4,162,50,326,
3792,41668,2002,4,167,50,,
3793,41668,2002,4,168,50,,
3794,41668,2002,4,171,50,,
3795,41668,2002,4,172,50,1,
3796,41668,2002,4,173,50,,
3797,41668,2002,4,24,50,,
3798,41668,2002,4,175,50,114,
3799,41668,2002,4,151,51,,
3800,41668,2002,4,153,51,,
3801,41668,2002,4,158,51,,
3802,41668,2002,4,159,51,,
3803,41668,2002,4,160,51,,
3804,41668,2002,4,162,51,1085,
3805,41668,2002,4,167,51,,
3806,41668,2002,4,168,51,,
3807,41668,2002,4,171,51,11,
3808,41668,2002,4,172,51,17,
3809,41668,2002,4,173,51,,
3810,41668,2002,4,24,51,,
3811,41668,2002,4,175,51,502,
3812,41668,2002,4,151,52,1,
3813,41668,2002,4,153,52,,
3814,41668,2002,4,158,52,,
3815,41668,2002,4,159,52,,
3816,41668,2002,4,160,52,,
3817,41668,2002,4,162,52,955,
3818,41668,2002,4,167,52,2,
3819,41668,2002,4,168,52,,
3820,41668,2002,4,171,52,10,
3821,41668,2002,4,172,52,25,
3822,41668,2002,4,173,52,,
3823,41668,2002,4,24,52,,
3824,41668,2002,4,175,52,336,
3825,41668,2002,4,151,53,,
3826,41668,2002,4,153,53,1,
3827,41668,2002,4,158,53,1,
3828,41668,2002,4,159,53,13,
3829,41668,2002,4,160,53,3,
3830,41668,2002,4,162,53,1014,
3831,41668,2002,4,167,53,1,
3832,41668,2002,4,168,53,1,
3833,41668,2002,4,171,53,8,
3834,41668,2002,4,172,53,4,
3835,41668,2002,4,173,53,2,
3836,41668,2002,4,24,53,11,
3837,41668,2002,4,175,53,354,
3838,41668,2002,4,151,54,,
3839,41668,2002,4,153,54,1,
3840,41668,2002,4,158,54,,
3841,41668,2002,4,159,54,,
3842,41668,2002,4,160,54,,
3843,41668,2002,4,162,54,183,
3844,41668,2002,4,167,54,,
3845,41668,2002,4,168,54,,
3846,41668,2002,4,171,54,,
3847,41668,2002,4,172,54,,
3848,41668,2002,4,173,54,7,
3849,41668,2002,4,24,54,38,
3850,41668,2002,4,175,54,68,
3851,41668,2002,4,151,47,,
3852,41668,2002,4,153,47,7,
3853,41668,2002,4,158,47,,
3854,41668,2002,4,159,47,,
3855,41668,2002,4,160,47,,
3856,41668,2002,4,162,47,154,
3857,41668,2002,4,167,47,,
3858,41668,2002,4,168,47,,
3859,41668,2002,4,171,47,,
3860,41668,2002,4,172,47,,
3861,41668,2002,4,173,47,7,
3862,41668,2002,4,24,47,57,
3863,41668,2002,4,175,47,78,
3864,41676,2002,4,162,50,315,
3865,41676,2002,4,170,50,,
3866,41676,2002,4,171,50,,
3867,41676,2002,4,172,50,,
3868,41676,2002,4,173,50,,
3869,41676,2002,4,24,50,,
3870,41676,2002,4,182,50,,
3871,41676,2002,4,175,50,141,
3872,41676,2002,4,162,51,377,
3873,41676,2002,4,170,51,7,
3874,41676,2002,4,171,51,4,
3875,41676,2002,4,172,51,3,
3876,41676,2002,4,173,51,,
3877,41676,2002,4,24,51,,
3878,41676,2002,4,182,51,,
3879,41676,2002,4,175,51,184,
3880,41676,2002,4,162,52,484,
3881,41676,2002,4,170,52,4,
3882,41676,2002,4,171,52,7,
3883,41676,2002,4,172,52,7,
3884,41676,2002,4,173,52,,
3885,41676,2002,4,24,52,,
3886,41676,2002,4,182,52,,
3887,41676,2002,4,175,52,239,
3888,41676,2002,4,162,53,442,
3889,41676,2002,4,170,53,8,
3890,41676,2002,4,171,53,5,
3891,41676,2002,4,172,53,3,
3892,41676,2002,4,173,53,1,
3893,41676,2002,4,24,53,103,
3894,41676,2002,4,182,53,10,
3895,41676,2002,4,175,53,225,
3896,41676,2002,4,162,54,350,
3897,41676,2002,4,170,54,2,
3898,41676,2002,4,171,54,,
3899,41676,2002,4,172,54,5,
3900,41676,2002,4,173,54,,
3901,41676,2002,4,24,54,175,
3902,41676,2002,4,182,54,14,
3903,41676,2002,4,175,54,174,
3904,41676,2002,4,162,47,305,
3905,41676,2002,4,170,47,,
3906,41676,2002,4,171,47,,
3907,41676,2002,4,172,47,,
3908,41676,2002,4,173,47,,
3909,41676,2002,4,24,47,263,
3910,41676,2002,4,182,47,10,
3911,41676,2002,4,175,47,153,
3912,41770,2002,4,152,50,,
3913,41770,2002,4,156,50,3,
3914,41770,2002,4,157,50,,
3915,41770,2002,4,158,50,,
3916,41770,2002,4,160,50,,
3917,41770,2002,4,170,50,,
3918,41770,2002,4,171,50,2,
3919,41770,2002,4,172,50,,
3920,41770,2002,4,173,50,,
3921,41770,2002,4,24,50,,
3922,41770,2002,4,182,50,,
3923,41770,2002,4,174,50,,
3924,41770,2002,4,175,50,93,
3925,41770,2002,4,176,50,,
3926,41770,2002,4,177,50,,
3927,41770,2002,4,152,51,3,
3928,41770,2002,4,156,51,,
3929,41770,2002,4,157,51,,
3930,41770,2002,4,158,51,,
3931,41770,2002,4,160,51,,
3932,41770,2002,4,170,51,1,
3933,41770,2002,4,171,51,8,
3934,41770,2002,4,172,51,5,
3935,41770,2002,4,173,51,,
3936,41770,2002,4,24,51,,
3937,41770,2002,4,182,51,,
3938,41770,2002,4,174,51,,
3939,41770,2002,4,175,51,186,
3940,41770,2002,4,176,51,,
3941,41770,2002,4,177,51,1,
3942,41770,2002,4,152,52,10,
3943,41770,2002,4,156,52,,
3944,41770,2002,4,157,52,,
3945,41770,2002,4,158,52,,
3946,41770,2002,4,160,52,,
3947,41770,2002,4,170,52,32,
3948,41770,2002,4,171,52,7,
3949,41770,2002,4,172,52,4,
3950,41770,2002,4,173,52,,
3951,41770,2002,4,24,52,,
3952,41770,2002,4,182,52,,
3953,41770,2002,4,174,52,,
3954,41770,2002,4,175,52,92,
3955,41770,2002,4,176,52,,
3956,41770,2002,4,177,52,1,
3957,41770,2002,4,152,53,3,
3958,41770,2002,4,156,53,,
3959,41770,2002,4,157,53,2,
3960,41770,2002,4,158,53,,
3961,41770,2002,4,160,53,1,
3962,41770,2002,4,170,53,46,
3963,41770,2002,4,171,53,9,
3964,41770,2002,4,172,53,6,
3965,41770,2002,4,173,53,1,
3966,41770,2002,4,24,53,,
3967,41770,2002,4,182,53,19,
3968,41770,2002,4,174,53,10,
3969,41770,2002,4,175,53,108,
3970,41770,2002,4,176,53,2,
3971,41770,2002,4,177,53,4,
3972,41770,2002,4,152,54,,
3973,41770,2002,4,156,54,,
3974,41770,2002,4,157,54,1,
3975,41770,2002,4,158,54,1,
3976,41770,2002,4,160,54,,
3977,41770,2002,4,170,54,12,
3978,41770,2002,4,171,54,,
3979,41770,2002,4,172,54,,
3980,41770,2002,4,173,54,,
3981,41770,2002,4,24,54,3,
3982,41770,2002,4,182,54,40,
3983,41770,2002,4,174,54,1,
3984,41770,2002,4,175,54,45,
3985,41770,2002,4,176,54,3,
3986,41770,2002,4,177,54,,
3987,41770,2002,4,152,47,,
3988,41770,2002,4,156,47,,
3989,41770,2002,4,157,47,,
3990,41770,2002,4,158,47,,
3991,41770,2002,4,160,47,,
3992,41770,2002,4,170,47,4,
3993,41770,2002,4,171,47,,
3994,41770,2002,4,172,47,1,
3995,41770,2002,4,173,47,,
3996,41770,2002,4,24,47,2,
3997,41770,2002,4,182,47,18,
3998,41770,2002,4,174,47,3,
3999,41770,2002,4,175,47,33,
4000,41770,2002,4,176,47,2,
4001,41770,2002,4,177,47,,
4002,41791,2002,4,162,50,101,
4003,41791,2002,4,170,50,2,
4004,41791,2002,4,171,50,1,
4005,41791,2002,4,172,50,,
4006,41791,2002,4,175,50,25,
4007,41791,2002,4,162,51,543,
4008,41791,2002,4,170,51,2,
4009,41791,2002,4,171,51,2,
4010,41791,2002,4,172,51,,
4011,41791,2002,4,175,51,153,
4012,41791,2002,4,162,52,524,
4013,41791,2002,4,170,52,9,
4014,41791,2002,4,171,52,2,
4015,41791,2002,4,172,52,,
4016,41791,2002,4,175,52,167,
4017,41791,2002,4,162,53,414,
4018,41791,2002,4,170,53,11,
4019,41791,2002,4,171,53,1,
4020,41791,2002,4,172,53,1,
4021,41791,2002,4,175,53,127,
4022,41791,2002,4,162,54,104,
4023,41791,2002,4,170,54,1,
4024,41791,2002,4,171,54,,
4025,41791,2002,4,172,54,,
4026,41791,2002,4,175,54,37,
4027,41791,2002,4,162,47,94,
4028,41791,2002,4,170,47,2,
4029,41791,2002,4,171,47,,
4030,41791,2002,4,172,47,,
4031,41791,2002,4,175,47,17,
4032,41799,2002,4,162,50,259,
4033,41799,2002,4,165,50,,
4034,41799,2002,4,166,50,,
4035,41799,2002,4,170,50,4,
4036,41799,2002,4,171,50,8,
4037,41799,2002,4,24,50,,
4038,41799,2002,4,182,50,,
4039,41799,2002,4,175,50,151,
4040,41799,2002,4,176,50,1,
4041,41799,2002,4,177,50,1,
4042,41799,2002,4,162,51,170,
4043,41799,2002,4,165,51,1,
4044,41799,2002,4,166,51,4,
4045,41799,2002,4,170,51,15,
4046,41799,2002,4,171,51,13,
4047,41799,2002,4,24,51,,
4048,41799,2002,4,182,51,,
4049,41799,2002,4,175,51,72,
4050,41799,2002,4,176,51,1,
4051,41799,2002,4,177,51,2,
4052,41799,2002,4,162,52,117,
4053,41799,2002,4,165,52,,
4054,41799,2002,4,166,52,6,
4055,41799,2002,4,170,52,27,
4056,41799,2002,4,171,52,1,
4057,41799,2002,4,24,52,1,
4058,41799,2002,4,182,52,6,
4059,41799,2002,4,175,52,67,
4060,41799,2002,4,176,52,1,
4061,41799,2002,4,177,52,1,
4062,41799,2002,4,162,53,37,
4063,41799,2002,4,165,53,,
4064,41799,2002,4,166,53,2,
4065,41799,2002,4,170,53,,
4066,41799,2002,4,171,53,,
4067,41799,2002,4,24,53,10,
4068,41799,2002,4,182,53,7,
4069,41799,2002,4,175,53,23,
4070,41799,2002,4,176,53,,
4071,41799,2002,4,177,53,,
4072,41799,2002,4,162,54,37,
4073,41799,2002,4,165,54,,
4074,41799,2002,4,166,54,1,
4075,41799,2002,4,170,54,1,
4076,41799,2002,4,171,54,,
4077,41799,2002,4,24,54,31,
4078,41799,2002,4,182,54,18,
4079,41799,2002,4,175,54,11,
4080,41799,2002,4,176,54,,
4081,41799,2002,4,177,54,,
4082,41799,2002,4,162,47,259,
4083,41799,2002,4,165,47,,
4084,41799,2002,4,166,47,,
4085,41799,2002,4,170,47,4,
4086,41799,2002,4,171,47,8,
4087,41799,2002,4,24,47,,
4088,41799,2002,4,182,47,,
4089,41799,2002,4,175,47,151,
4090,41799,2002,4,176,47,1,
4091,41799,2002,4,177,47,1,
4092,41801,2002,4,148,50,,
4093,41801,2002,4,178,50,,
4094,41801,2002,4,153,50,,
4095,41801,2002,4,159,50,,
4096,41801,2002,4,162,50,149,
4097,41801,2002,4,168,50,,
4098,41801,2002,4,169,50,,
4099,41801,2002,4,170,50,,
4100,41801,2002,4,171,50,1,
4101,41801,2002,4,172,50,,
4102,41801,2002,4,24,50,,
4103,41801,2002,4,182,50,,
4104,41801,2002,4,175,50,118,
4105,41801,2002,4,148,51,,
4106,41801,2002,4,178,51,1,
4107,41801,2002,4,153,51,,
4108,41801,2002,4,159,51,,
4109,41801,2002,4,162,51,192,
4110,41801,2002,4,168,51,,
4111,41801,2002,4,169,51,,
4112,41801,2002,4,170,51,8,
4113,41801,2002,4,171,51,3,
4114,41801,2002,4,172,51,1,
4115,41801,2002,4,24,51,,
4116,41801,2002,4,182,51,,
4117,41801,2002,4,175,51,244,
4118,41801,2002,4,148,52,,
4119,41801,2002,4,178,52,,
4120,41801,2002,4,153,52,,
4121,41801,2002,4,159,52,,
4122,41801,2002,4,162,52,118,
4123,41801,2002,4,168,52,,
4124,41801,2002,4,169,52,,
4125,41801,2002,4,170,52,12,
4126,41801,2002,4,171,52,1,
4127,41801,2002,4,172,52,1,
4128,41801,2002,4,24,52,,
4129,41801,2002,4,182,52,,
4130,41801,2002,4,175,52,88,
4131,41801,2002,4,148,53,1,
4132,41801,2002,4,178,53,,
4133,41801,2002,4,153,53,1,
4134,41801,2002,4,159,53,1,
4135,41801,2002,4,162,53,5,
4136,41801,2002,4,168,53,1,
4137,41801,2002,4,169,53,,
4138,41801,2002,4,170,53,24,
4139,41801,2002,4,171,53,1,
4140,41801,2002,4,172,53,,
4141,41801,2002,4,24,53,2,
4142,41801,2002,4,182,53,,
4143,41801,2002,4,175,53,99,
4144,41801,2002,4,148,54,,
4145,41801,2002,4,178,54,,
4146,41801,2002,4,153,54,,
4147,41801,2002,4,159,54,,
4148,41801,2002,4,162,54,,
4149,41801,2002,4,168,54,,
4150,41801,2002,4,169,54,1,
4151,41801,2002,4,170,54,3,
4152,41801,2002,4,171,54,,
4153,41801,2002,4,172,54,,
4154,41801,2002,4,24,54,19,
4155,41801,2002,4,182,54,5,
4156,41801,2002,4,175,54,46,
4157,41801,2002,4,148,47,,
4158,41801,2002,4,178,47,,
4159,41801,2002,4,153,47,,
4160,41801,2002,4,159,47,,
4161,41801,2002,4,162,47,,
4162,41801,2002,4,168,47,1,
4163,41801,2002,4,169,47,1,
4164,41801,2002,4,170,47,4,
4165,41801,2002,4,171,47,,
4166,41801,2002,4,172,47,,
4167,41801,2002,4,24,47,8,
4168,41801,2002,4,182,47,5,
4169,41801,2002,4,175,47,36,
4170,41807,2002,4,150,50,,
4171,41807,2002,4,151,50,,
4172,41807,2002,4,153,50,,
4173,41807,2002,4,158,50,,
4174,41807,2002,4,159,50,,
4175,41807,2002,4,161,50,,
4176,41807,2002,4,162,50,63,
4177,41807,2002,4,168,50,,
4178,41807,2002,4,170,50,,
4179,41807,2002,4,171,50,,
4180,41807,2002,4,172,50,,
4181,41807,2002,4,173,50,,
4182,41807,2002,4,175,50,31,
4183,41807,2002,4,150,51,1,
4184,41807,2002,4,151,51,,
4185,41807,2002,4,153,51,,
4186,41807,2002,4,158,51,,
4187,41807,2002,4,159,51,,
4188,41807,2002,4,161,51,,
4189,41807,2002,4,162,51,327,
4190,41807,2002,4,168,51,,
4191,41807,2002,4,170,51,2,
4192,41807,2002,4,171,51,1,
4193,41807,2002,4,172,51,1,
4194,41807,2002,4,173,51,5,
4195,41807,2002,4,175,51,162,
4196,41807,2002,4,150,52,1,
4197,41807,2002,4,151,52,3,
4198,41807,2002,4,153,52,1,
4199,41807,2002,4,158,52,,
4200,41807,2002,4,159,52,,
4201,41807,2002,4,161,52,1,
4202,41807,2002,4,162,52,293,
4203,41807,2002,4,168,52,,
4204,41807,2002,4,170,52,10,
4205,41807,2002,4,171,52,2,
4206,41807,2002,4,172,52,7,
4207,41807,2002,4,173,52,8,
4208,41807,2002,4,175,52,91,
4209,41807,2002,4,150,53,,
4210,41807,2002,4,151,53,27,
4211,41807,2002,4,153,53,,
4212,41807,2002,4,158,53,4,
4213,41807,2002,4,159,53,5,
4214,41807,2002,4,161,53,16,
4215,41807,2002,4,162,53,235,
4216,41807,2002,4,168,53,3,
4217,41807,2002,4,170,53,26,
4218,41807,2002,4,171,53,3,
4219,41807,2002,4,172,53,3,
4220,41807,2002,4,173,53,5,
4221,41807,2002,4,175,53,99,
4222,41807,2002,4,150,54,,
4223,41807,2002,4,151,54,2,
4224,41807,2002,4,153,54,,
4225,41807,2002,4,158,54,1,
4226,41807,2002,4,159,54,2,
4227,41807,2002,4,161,54,5,
4228,41807,2002,4,162,54,51,
4229,41807,2002,4,168,54,2,
4230,41807,2002,4,170,54,,
4231,41807,2002,4,171,54,1,
4232,41807,2002,4,172,54,1,
4233,41807,2002,4,173,54,1,
4234,41807,2002,4,175,54,31,
4235,41807,2002,4,150,47,,
4236,41807,2002,4,151,47,2,
4237,41807,2002,4,153,47,,
4238,41807,2002,4,158,47,,
4239,41807,2002,4,159,47,,
4240,41807,2002,4,161,47,1,
4241,41807,2002,4,162,47,39,
4242,41807,2002,4,168,47,,
4243,41807,2002,4,170,47,3,
4244,41807,2002,4,171,47,,
4245,41807,2002,4,172,47,,
4246,41807,2002,4,173,47,,
4247,41807,2002,4,175,47,32,
4248,41872,2002,4,178,50,,
4249,41872,2002,4,151,50,,
4250,41872,2002,4,153,50,,
4251,41872,2002,4,162,50,110,
4252,41872,2002,4,163,50,,
4253,41872,2002,4,170,50,,
4254,41872,2002,4,171,50,,
4255,41872,2002,4,24,50,,
4256,41872,2002,4,175,50,49,
4257,41872,2002,4,178,51,,
4258,41872,2002,4,151,51,,
4259,41872,2002,4,153,51,,
4260,41872,2002,4,162,51,326,
4261,41872,2002,4,163,51,1,
4262,41872,2002,4,170,51,,
4263,41872,2002,4,171,51,4,
4264,41872,2002,4,24,51,,
4265,41872,2002,4,175,51,195,
4266,41872,2002,4,178,52,1,
4267,41872,2002,4,151,52,,
4268,41872,2002,4,153,52,,
4269,41872,2002,4,162,52,85,
4270,41872,2002,4,163,52,,
4271,41872,2002,4,170,52,11,
4272,41872,2002,4,171,52,13,
4273,41872,2002,4,24,52,,
4274,41872,2002,4,175,52,92,
4275,41872,2002,4,178,53,,
4276,41872,2002,4,151,53,1,
4277,41872,2002,4,153,53,,
4278,41872,2002,4,162,53,24,
4279,41872,2002,4,163,53,1,
4280,41872,2002,4,170,53,13,
4281,41872,2002,4,171,53,21,
4282,41872,2002,4,24,53,92,
4283,41872,2002,4,175,53,105,
4284,41872,2002,4,178,54,,
4285,41872,2002,4,151,54,,
4286,41872,2002,4,153,54,1,
4287,41872,2002,4,162,54,16,
4288,41872,2002,4,163,54,,
4289,41872,2002,4,170,54,1,
4290,41872,2002,4,171,54,5,
4291,41872,2002,4,24,54,247,
4292,41872,2002,4,175,54,31,
4293,41872,2002,4,178,47,,
4294,41872,2002,4,151,47,,
4295,41872,2002,4,153,47,,
4296,41872,2002,4,162,47,21,
4297,41872,2002,4,163,47,1,
4298,41872,2002,4,170,47,1,
4299,41872,2002,4,171,47,,
4300,41872,2002,4,24,47,340,
4301,41872,2002,4,175,47,27,
4302,41885,2002,4,152,50,,
4303,41885,2002,4,162,50,180,
4304,41885,2002,4,168,50,,
4305,41885,2002,4,170,50,2,
4306,41885,2002,4,171,50,2,
4307,41885,2002,4,24,50,,
4308,41885,2002,4,175,50,70,
4309,41885,2002,4,177,50,,
4310,41885,2002,4,152,51,,
4311,41885,2002,4,162,51,493,
4312,41885,2002,4,168,51,,
4313,41885,2002,4,170,51,19,
4314,41885,2002,4,171,51,8,
4315,41885,2002,4,24,51,,
4316,41885,2002,4,175,51,167,
4317,41885,2002,4,177,51,4,
4318,41885,2002,4,152,52,1,
4319,41885,2002,4,162,52,433,
4320,41885,2002,4,168,52,,
4321,41885,2002,4,170,52,43,
4322,41885,2002,4,171,52,17,
4323,41885,2002,4,24,52,,
4324,41885,2002,4,175,52,144,
4325,41885,2002,4,177,52,6,
4326,41885,2002,4,152,53,,
4327,41885,2002,4,162,53,381,
4328,41885,2002,4,168,53,2,
4329,41885,2002,4,170,53,52,
4330,41885,2002,4,171,53,8,
4331,41885,2002,4,24,53,25,
4332,41885,2002,4,175,53,157,
4333,41885,2002,4,177,53,5,
4334,41885,2002,4,152,54,,
4335,41885,2002,4,162,54,83,
4336,41885,2002,4,168,54,,
4337,41885,2002,4,170,54,7,
4338,41885,2002,4,171,54,,
4339,41885,2002,4,24,54,42,
4340,41885,2002,4,175,54,28,
4341,41885,2002,4,177,54,3,
4342,41885,2002,4,152,47,,
4343,41885,2002,4,162,47,59,
4344,41885,2002,4,168,47,,
4345,41885,2002,4,170,47,1,
4346,41885,2002,4,171,47,,
4347,41885,2002,4,24,47,51,
4348,41885,2002,4,175,47,29,
4349,41885,2002,4,177,47,,
